asset_path,filename,dimensions,bytes,referenced_by_index,purpose_or_note,source
assets/tommy_ise_jingu_path_sunset_latest.jpg,tommy_ise_jingu_path_sunset_latest.jpg,1672x941,366436,NO,,
assets/tommy_karaoke_lilac_latest.jpg,tommy_karaoke_lilac_latest.jpg,1672x941,331792,NO,,
assets/tommy_music_room.jpg,tommy_music_room.jpg,1672x941,243875,NO,,
assets/tommy_osaka_castle_lilac.jpg,tommy_osaka_castle_lilac.jpg,1672x941,368838,NO,,
assets/tommy_osaka_castle_solo.jpg,tommy_osaka_castle_solo.jpg,1672x941,347723,NO,,
assets/tommy_parents_sukiyaki_actual.jpg,tommy_parents_sukiyaki_actual.jpg,1536x864,515370,NO,Tommy family dinner / eating with family image,/mnt/data/ghostwriter_images/context/a838df1b-7a33-59ba-995e-dda076a3b30c.png
assets/tommy_piano_living_room_actual.jpg,tommy_piano_living_room_actual.jpg,1672x941,661632,YES,Tommy parents house piano scene,/mnt/data/v5_7_15_tmp/tommy_secret/Tommy Secret Endings/094BCA36-F640-4A78-ADD6-BCDD5F7B2794.PNG
assets/tommy_planetarium_bg.jpg,tommy_planetarium_bg.jpg,1672x941,405632,NO,,
assets/tommy_planetarium_couple_latest.jpg,tommy_planetarium_couple_latest.jpg,1672x941,306383,NO,,
assets/tommy_planetarium_couple_wide.jpg,tommy_planetarium_couple_wide.jpg,1672x941,306383,YES,,
assets/tommy_planetarium_handhold_close.jpg,tommy_planetarium_handhold_close.jpg,1672x941,184208,NO,,
assets/tommy_planetarium_handhold_close_latest.jpg,tommy_planetarium_handhold_close_latest.jpg,1672x941,184208,NO,,
assets/tommy_planetarium_tommy_solo.jpg,tommy_planetarium_tommy_solo.jpg,1672x941,240356,NO,,
assets/tommy_prince_text_gloomy.jpg,tommy_prince_text_gloomy.jpg,1672x941,306575,YES,,
assets/tommy_rain_phone_wide.jpg,tommy_rain_phone_wide.jpg,1672x941,306575,NO,,
assets/tommy_ren_confession_station.jpg,tommy_ren_confession_station.jpg,1672x941,243160,NO,,
assets/tommy_ren_dodge_station.jpg,tommy_ren_dodge_station.jpg,1672x941,216721,NO,,
assets/tommy_texting_marcus_route.jpg,tommy_texting_marcus_route.jpg,1672x941,306575,NO,,
assets/tommy_true_ending_beach.jpg,tommy_true_ending_beach.jpg,1672x941,416366,YES,,
